Map,Agents,Lambda,Algorithm,Samples,AvgServiceTime,AvgServiceTime_std,AvgPathLength,AvgPathLength_std,PeakMemory_MB,PeakMemory_MB_std,NPC,NPC_std,NPC_min,NPC_max,PerStepTime,PerStepTime_std
empty,40,2.0,w/o_PrePlan,20,123.0065,3.883388746686936,37.27065991691175,0.2756391688738037,10.3083984375,1.4926941151177129,1.05004,0.057,1.0,2.0,1.7474200863153388,0.2060939407060758
empty,50,2.0,Baseline,20,99.5175,3.499426832767723,41.67559832548126,0.4554089243041775,11.4244140625,1.398014349824226,1.0511,0.04939,1.0125,1.6667,1.4044899463570666,0.173802889861137
empty,50,2.0,Full,20,104.6065,5.007025879491213,38.342028103437045,0.4566593285329919,11.4828125,1.5229779586929264,1.053645,0.061505,1.0,2.0,1.697056195240105,0.2233092688636173
empty,50,2.0,w/o_HashSIPP,20,110.064,5.120638734829043,39.19137970888896,0.3004822865789809,13.441015625,1.2528941490465384,1.0745099999999996,0.07782,1.0,2.0,5.239729834399579,0.2205463519464329
empty,50,2.0,w/o_LNS,18,113.335,3.799361014387429,42.028066381889,0.4222125401281031,11.56684027777778,1.597364301722779,1.06065,0.0982388888888888,1.0125,5.1667,1.3720935899291486,0.2022282467456497
empty,50,2.0,w/o_PrePlan,20,92.364,3.790403950143463,38.0813419546629,0.3717898250003503,10.49140625,0.4514445359030393,1.0536850000000002,0.06088,1.0,2.0,1.7034613693680407,0.0870476565384037
empty,10,5.0,Baseline,20,717.9665000000001,4.318787933034712,37.948674235592975,0.1432889394024004,8.9017578125,0.2280755504432957,1.04835,0.046535,1.0125,1.5,6.003174305004949,0.36224357974196
empty,10,5.0,Full,20,696.2630000000001,6.408943668606263,35.412528782728586,0.1992638306437318,14.01796875,1.857708092934041,1.041395,0.0477699999999999,1.0,1.7143,2.713177906252804,0.1080052039018873
empty,10,5.0,w/o_HashSIPP,20,721.7010000000002,5.185184258006053,36.1017150176647,0.2718601817923741,14.705078125,0.8705155031422114,1.0608,0.067385,1.0,2.0,2.5705280950217686,0.10879527571088
empty,10,5.0,w/o_LNS,19,726.5042105263157,5.671020205874648,38.11233844437265,0.201824779782348,14.607524671052632,1.3348534936296124,1.0486157894736845,0.0460842105263158,1.0125,1.5,2.615760275502928,0.2195964354828869
empty,10,5.0,w/o_PrePlan,20,693.4624999999999,4.324601441934161,35.37646954323954,0.1680096569804419,8.5365234375,0.2087071221019969,1.04074,0.046755,1.0,1.5,6.520517350485631,0.3296300488456453
